  1ECE	  986  (x3DA)	uni1ECE
  1ECF	  987  (x3DB)	uni1ECF
  1ED0	  988  (x3DC)	uni1ED0
  1ED1	  989  (x3DD)	uni1ED1
  1ED2	  990  (x3DE)	uni1ED2
  1ED3	  991  (x3DF)	uni1ED3
  1ED4	  992  (x3E0)	uni1ED4
  1ED5	  993  (x3E1)	uni1ED5
  1ED6	  994  (x3E2)	uni1ED6
  1ED7	  995  (x3E3)	uni1ED7
  1ED8	  996  (x3E4)	uni1ED8
  1ED9	  997  (x3E5)	uni1ED9
  1EDA	  998  (x3E6)	uni1EDA
  1EDB	  999  (x3E7)	uni1EDB
  1EDC	 1000  (x3E8)	uni1EDC
  1EDD	 1001  (x3E9)	uni1EDD
  1EDE	 1002  (x3EA)	uni1EDE
  1EDF	 1003  (x3EB)	uni1EDF
  1EE0	 1004  (x3EC)	uni1EE0
  1EE1	 1005  (x3ED)	uni1EE1
  1EE2	 1006  (x3EE)	uni1EE2
  1EE3	 1007  (x3EF)	uni1EE3
  1EE4	 1008  (x3F0)	uni1EE4
  1EE5	 1009  (x3F1)	uni1EE5
  1EE6	 1010  (x3F2)	uni1EE6
  1EE7	 1011  (x3F3)	uni1EE7
  1EE8	 1012  (x3F4)	uni1EE8
  1EE9	 1013  (x3F5)	uni1EE9
  1EEA	 1014  (x3F6)	uni1EEA
  1EEB	 1015  (x3F7)	uni1EEB
  1EEC	 1016  (x3F8)	uni1EEC
  1EED	 1017  (x3F9)	uni1EED
  1EEE	 1018  (x3FA)	uni1EEE
  1EEF	 1019  (x3FB)	uni1EEF
  1EF0	 1020  (x3FC)	uni1EF0
  1EF1	 1021  (x3FD)	uni1EF1
  1EF2	  863  (x35F)	Ygrave
  1EF3	  864  (x360)	ygrave
  1EF4	 1022  (x3FE)	uni1EF4
  1EF5	 1023  (x3FF)	uni1EF5
  1EF6	 1024  (x400)	uni1EF6
  1EF7	 1025  (x401)	uni1EF7
  1EF8	 1026  (x402)	uni1EF8
  1EF9	 1027  (x403)	uni1EF9
  1EAA	  950  (x3B6)	uni1EAA
  1F4D	  875  (x36B)	uni1F4D
  2000	  342  (x156)	uni2000
  2001	  343  (x157)	uni2001
  2002	  344  (x158)	uni2002
  2003	  345  (x159)	uni2003
  2004	  346  (x15A)	uni2004
  2005	  347  (x15B)	uni2005
  2006	  348  (x15C)	uni2006
  2007	  349  (x15D)	uni2007
  2008	  350  (x15E)	uni2008
  2009	  351  (x15F)	uni2009
  200A	  352  (x160)	uni200A
  200B	  353  (x161)	uni200B
  2013	  354  (x162)	endash
  2014	  355  (x163)	emdash
  2015	 1069  (x42D)	uni2015
  2017	  356  (x164)	underscoredbl
  2018	  357  (x165)	quoteleft
  2019	  358  (x166)	quoteright
  201A	  359  (x167)	quotesinglbase
  201B	  360  (x168)	quotereversed
  201C	  361  (x169)	quotedblleft
  201D	  362  (x16A)	quotedblright
  201E	  363  (x16B)	quotedblbase
  2020	  364  (x16C)	dagger
  2021	  365  (x16D)	daggerdbl
  2022	  366  (x16E)	bullet
  2025	  367  (x16F)	uni2025
  2026	  368  (x170)	ellipsis
  2030	  369  (x171)	perthousand
  2032	  865  (x361)	minute
  2033	  866  (x362)	second
  2039	  370  (x172)	guilsinglleft
  203A	  371  (x173)	guilsinglright
  203C	  867  (x363)	exclamdbl
  2044	  372  (x174)	fraction
  2074	  373  (x175)	uni2074
  207F	  374  (x176)	nsuperior
  20A3	 1068  (x42C)	franc
  20A4	  375  (x177)	lira
  20A7	  376  (x178)	peseta
  20AB	 1029  (x405)	uni20AB
  20AC	  377  (x179)	Euro
  2105	  378  (x17A)	uni2105
  2113	  379  (x17B)	uni2113
  2116	  380  (x17C)	uni2116
  2122	  381  (x17D)	trademark
  2126	  181  (xB5)	Omega
  212E	  382  (x17E)	estimated
  215B	  383  (x17F)	oneeighth
  215C	  384  (x180)	threeeighths
  215D	  385  (x181)	fiveeighths
  215E	  386  (x182)	seveneighths
  2202	  387  (x183)	partialdiff
  2206	  173  (xAD)	Delta
  220F	  388  (x184)	product
  2211	  389  (x185)	summation
  2212	  390  (x186)	minus
  221A	  391  (x187)	radical
  221E	  392  (x188)	infinity
  222B	  393  (x189)	integral
  2248	  394  (x18A)	approxequal
  2260	  395  (x18B)	notequal
  2264	  396  (x18C)	lessequal
  2265	  397  (x18D)	greaterequal
  25CA	  398  (x18E)	lozenge
  EE01	  399  (x18F)	colon.lnum
  EE02	  400  (x190)	quotedblx
  F6C3	  401  (x191)	commaaccent
  FB01	  402  (x192)	fi
  FB02	  868  (x364)	uniFB02
  FB03	  876  (x36C)	uniFB03
  FB04	  877  (x36D)	uniFB04
  FEFF	  403  (x193)	uniFEFF
  FFFC	  404  (x194)	uniFFFC
  FFFD	  405  (x195)	uniFFFD
  FFFF	    0  (x0)	.notdef
